,rated,turns,winner,white_rating,black_rating,opening_ply
1795,True,113,white,1403,1364,3
1800,True,33,white,1985,1009,6
1801,False,63,white,1227,1009,4
1802,False,41,white,1009,1227,3
1803,True,69,white,1344,1018,1
1807,False,81,white,1500,1018,6
1808,True,31,white,998,835,5
1809,True,45,white,1055,1034,5
1810,False,19,white,1166,1034,5
1811,False,19,white,1100,1034,7
1815,False,13,white,1653,1038,4
1816,False,12,white,1038,1265,4
1817,False,25,white,955,1038,2
1819,False,26,white,1067,972,1
1821,True,49,white,1324,1096,6
1823,False,29,white,1918,1150,6
1824,True,137,white,1352,1629,5
1826,True,60,white,1353,1364,5
1830,True,113,white,1403,1364,3
1833,True,37,white,1345,1296,3
1837,True,157,white,1293,1342,4
1839,True,31,white,1325,1218,2
1842,True,79,white,1776,1880,6
1843,True,29,white,1840,1785,4
1844,True,75,white,1786,1795,11
1846,True,39,white,1848,1857,12
1850,True,83,white,1854,1871,3
1851,True,45,white,1805,1870,3
1857,True,85,white,1844,1809,7
1862,True,51,white,1810,1835,4
1863,True,69,white,1981,1818,1
1866,True,63,white,1946,1828,4
1869,True,57,white,1825,1885,3
1870,True,24,white,1864,1833,9
1874,True,77,white,1906,1902,6
1875,True,143,white,1873,1833,6
1878,True,79,white,1839,1819,6
1880,True,71,white,1717,1833,4
1882,True,38,white,1770,1789,4
1885,True,43,white,1500,1627,8
1886,False,91,white,1822,1431,6
1887,True,63,white,1416,1216,5
1888,True,77,white,1393,1337,7
1889,True,13,white,1867,1399,7
1891,True,23,white,2009,1441,5
1892,True,17,white,1460,1483,7
1894,True,33,white,1937,1507,6
1899,True,65,white,1915,1835,4
1901,True,69,white,2340,1857,4
1906,True,69,white,1846,1719,7
1910,True,111,white,1880,1803,8
1913,True,73,white,2231,1882,3
1915,True,77,white,1870,1412,2
1916,True,59,white,1949,1879,5
1920,True,67,white,1841,1900,12
1921,True,3,white,1375,1332,3
1922,True,77,white,1318,1395,4
1925,True,63,white,1309,1336,6
1926,True,47,white,1326,1321,3
1927,True,29,white,1308,1339,3
1928,True,41,white,1285,1321,2
1932,True,67,white,1550,1321,2
1939,True,13,white,1335,1355,5
1942,True,27,white,1360,1362,4
1943,True,49,white,1783,1364,8
1947,True,49,white,1341,1424,5
1948,True,37,white,1819,1345,6
1949,True,95,white,1324,1795,4
1950,True,17,white,1318,1169,4
1951,True,23,white,1743,1320,5
1954,True,41,white,1309,1213,5
1957,True,35,white,1375,1346,4
1958,True,9,white,1398,1355,4
1959,True,81,white,1346,1295,4
1960,True,55,white,1351,1357,4
1967,False,2,white,1091,1701,1
1969,True,5,white,1674,1095,1
1970,True,15,white,1907,1095,4
1973,True,69,white,1733,1199,3
1975,False,37,white,2047,1236,3
1977,False,1,white,2032,1223,1
1978,True,2,white,1765,1234,1
1980,True,12,white,1739,1260,1
1982,True,73,white,1694,1305,2
1983,True,3,white,1654,1345,1
1989,False,61,white,1500,1377,8
1990,False,19,white,2126,1500,13
1992,False,34,white,2126,1500,8
1997,False,125,white,1500,1619,5
1999,False,31,white,1513,1026,2
2000,False,119,white,1519,1026,3
2003,True,54,white,1145,1040,2
2005,True,73,white,1878,1043,3
2006,True,171,white,1666,1044,5
2007,True,13,white,1856,1045,4
2014,True,81,white,1700,982,5
2015,False,9,white,1735,982,3
2018,True,39,white,1883,1373,10
2019,True,60,white,1344,1696,4
2021,True,35,white,1863,1349,8
2023,True,19,white,1338,1344,1
2025,True,13,white,1829,1361,6
2030,True,15,white,1344,1390,8
2031,True,15,white,1512,1403,5
2035,True,39,white,1889,1389,2
2037,True,29,white,1817,1396,5
2047,True,33,white,2086,1350,11
2051,True,59,white,1241,1460,3
2053,True,35,white,1384,1380,5
2054,True,65,white,1435,1429,5
2055,True,59,white,1469,1485,8
2063,True,57,white,1590,1380,4
2064,True,21,white,1371,1291,5
2066,True,145,white,1741,1371,4
2067,True,113,white,1363,1250,2
2070,True,75,white,1343,1165,7
2071,True,51,white,1326,1355,4
2073,True,47,white,1635,1358,2
2075,True,89,white,1329,1358,6
2077,True,51,white,1321,1267,4
2079,True,107,white,1324,1280,4
2080,True,49,white,1368,1334,1
2083,True,151,white,1335,1371,3
2085,True,59,white,1341,1056,9
2086,True,43,white,1376,1351,6
2087,True,85,white,1337,1523,6
2088,True,60,white,1313,1349,4
2091,True,40,white,1160,1369,1
2095,True,41,white,1468,1381,7
2098,True,179,white,1303,1406,4
2099,True,27,white,1398,1312,3
2100,True,39,white,1297,1413,4
2101,True,57,white,1400,1529,3
2107,True,97,white,1444,1476,6
2111,True,39,white,1740,1485,8
2112,True,39,white,1581,1495,3
2113,True,19,white,1597,1504,4
2114,True,143,white,1684,1511,6
2115,True,23,white,1579,1522,4
2116,True,118,white,1502,1695,5
2118,True,55,white,1605,1517,8
2119,False,35,white,1748,1537,7
2121,True,11,white,1353,1568,3
2123,True,11,white,1369,1611,8
2124,True,117,white,1721,1621,6
2131,False,23,white,1307,1649,2
2132,False,59,white,1649,1230,4
2134,True,5,white,1821,1641,3
2136,True,41,white,1466,1673,6
2137,True,41,white,1742,1785,7
2138,True,89,white,1650,1756,2
2144,True,87,white,1876,1810,5
2146,True,127,white,1833,1738,11
2150,True,51,white,1882,1873,12
2151,True,57,white,1946,1884,12
2155,True,39,white,1863,1899,5
2156,False,63,white,1581,1232,6
2157,False,55,white,1581,1232,3
2159,False,87,white,1232,1581,4
2160,True,71,white,1500,1238,3
2161,True,64,white,1188,1259,3
2165,True,23,white,1371,1284,5
2168,False,63,white,2131,1431,4
2169,True,54,white,1426,1447,12
2173,True,21,white,1603,1402,9
2174,False,149,white,1402,1341,8
2176,False,61,white,1116,1402,2
2177,False,21,white,1116,1402,13
2180,False,55,white,1402,1569,2
2181,True,57,white,1737,1408,13
2184,True,35,white,1859,1460,5
2185,True,43,white,1501,1484,2
2186,True,111,white,1457,1449,2
2187,True,49,white,1419,1544,2
2190,True,14,white,1781,1441,4
2191,True,19,white,1639,1807,7
2192,True,45,white,1807,1798,2
2193,True,109,white,1889,1807,11
2195,True,45,white,1639,1807,2
2197,True,61,white,1555,1575,3
2198,False,35,white,1555,1755,3
2200,False,79,white,1555,1412,4
2202,True,89,white,1293,2123,6
2203,True,25,white,2118,1294,4
2205,True,35,white,1500,2154,5
2206,False,30,white,2075,2140,10
2207,True,125,white,1848,2264,4
2208,True,137,white,2056,2264,4
2214,False,35,white,2264,1778,9
2216,True,41,white,2264,1778,9
2218,True,63,white,2264,2016,13
2221,False,57,white,2264,1841,5
2223,False,51,white,2264,1841,6
2226,True,45,white,2264,1529,5
2227,False,17,white,2264,1753,3
2228,False,29,white,2264,1753,4
2230,False,13,white,2264,1753,3
2232,False,33,white,2264,1753,4
2233,False,25,white,2264,1713,5
2235,False,97,white,2264,1455,9
2237,False,59,white,2264,1455,6
2239,False,67,white,2264,1871,3
2242,False,57,white,2264,1871,8
2244,True,55,white,2264,1871,8
2246,True,75,white,2249,2153,2
2248,True,55,white,2218,2198,3
2249,True,19,white,1466,1046,6
2250,True,33,white,1457,1395,6
2254,True,61,white,1434,1321,6
2255,True,46,white,2026,1864,2
2256,True,55,white,2021,1806,2
2257,True,103,white,2016,2032,3
2258,True,99,white,2024,1933,2
2260,True,145,white,2008,1986,2
2263,True,35,white,1980,2071,4
2265,True,113,white,1958,1952,2
2267,True,57,white,1937,1792,3
2268,True,21,white,1930,1810,2
2271,True,73,white,1903,1887,2
2273,True,119,white,1829,1905,8
2275,True,37,white,1954,1912,12
2277,True,149,white,1874,1939,8
2278,True,103,white,1899,1950,9
2281,True,111,white,2007,1966,3
2283,True,113,white,1989,1980,10
2286,True,77,white,2069,1969,11
2287,True,17,white,1958,1996,2
2288,True,39,white,1951,1862,2
2292,True,119,white,1937,1959,7
2293,True,29,white,1950,1901,4
2296,True,151,white,1859,1954,3
2297,True,71,white,1975,1964,11
2298,True,77,white,1956,1854,2
2299,True,119,white,1785,1971,3
2300,True,53,white,1960,2000,2
2301,False,63,white,1949,1474,5
2302,False,31,white,1474,1623,12
2307,False,24,white,1390,1474,2
2308,False,65,white,1474,1254,10
2311,False,29,white,1820,1474,6
2313,False,27,white,1474,1624,14
2315,False,145,white,1474,1607,6
2319,True,93,white,1572,1590,6
2322,True,75,white,1500,1393,8
2324,True,53,white,2065,1879,3
2326,True,71,white,1797,2083,4
2327,True,27,white,1500,1500,6
2328,False,77,white,1128,795,2
2330,True,85,white,1114,1189,1
2332,False,53,white,1111,921,4
2334,False,26,white,1111,897,1
2335,True,52,white,1099,1124,2
2336,True,139,white,1115,1013,1
2340,True,23,white,798,1157,2
2341,False,9,white,2419,1157,5
2342,True,43,white,1151,964,1
2344,True,38,white,1098,1202,6
2345,True,23,white,1083,1218,5
2347,True,37,white,1236,1098,7
2348,True,19,white,1112,1109,3
2349,True,21,white,1188,1118,3
2352,True,19,white,1100,1116,6
2353,True,47,white,1614,1711,2
2357,True,29,white,1749,1726,4
2358,True,43,white,1711,1760,7
2359,True,35,white,1700,1625,7
2360,True,32,white,1689,1593,10
2361,True,85,white,1663,1705,2
2363,True,34,white,1676,1684,2
2365,True,25,white,1651,1466,5
2366,True,15,white,1635,1647,2
2367,True,41,white,1525,1657,2
2368,True,49,white,1640,1650,8
2369,True,68,white,1782,1651,2
2370,True,51,white,1630,1697,7
2372,True,45,white,1643,1696,4
2377,True,45,white,1641,1645,6
2379,True,25,white,1700,1635,2
2380,True,45,white,1602,1671,4
2388,True,63,white,1890,1639,9
2390,True,85,white,1549,1551,6
2391,True,65,white,1652,1674,2
2392,True,81,white,1500,1497,5
2395,True,75,white,1870,1202,2
2399,True,21,white,1799,1866,4
2401,True,43,white,1857,1590,5
2405,True,75,white,1875,1074,5
2407,True,41,white,1880,1781,3
2409,True,93,white,1940,1879,4
2411,True,57,white,1878,1534,2
2412,True,22,white,1873,1630,7
2413,True,73,white,1757,1891,4
2414,True,53,white,1887,1564,5
2416,True,95,white,1879,1671,8
2417,True,89,white,1872,1708,8
2420,True,73,white,1907,1677,6
2423,True,45,white,1886,1737,2
2424,True,47,white,1720,1905,3
2425,True,27,white,1903,1454,4
2426,True,67,white,1894,1775,5
2427,True,55,white,1889,1641,5
2428,True,29,white,1883,1646,9
2436,True,25,white,1152,1271,5
2440,True,151,white,1268,1312,2
2441,True,81,white,1378,1276,4
2444,True,47,white,1245,1284,6
2448,True,57,white,1288,1257,4
2449,True,51,white,1245,1300,5
2451,True,19,white,1302,1377,2
2452,True,65,white,1251,1314,4
2453,True,45,white,1307,1180,3
2454,True,37,white,1290,1548,4
2455,True,37,white,1419,1309,5
2456,True,59,white,1303,1321,5
2458,True,63,white,1304,1226,2
2459,True,45,white,1371,1315,3
2462,True,31,white,1307,1246,3
2463,True,97,white,1296,1298,3
2464,True,7,white,1285,1279,2
2465,True,15,white,1328,1295,5
2467,True,9,white,1310,1304,6
2469,True,43,white,1307,1272,3
2470,True,53,white,1304,1318,3
2472,True,91,white,1297,1319,8
2473,True,49,white,1258,1299,4
2474,True,53,white,1288,1268,3
2475,False,17,white,1242,1291,3
2476,False,17,white,1291,1242,3
2479,True,59,white,1430,1434,4
2480,True,43,white,1824,1500,2
2482,True,55,white,1604,1344,5
2483,True,61,white,1494,1364,5
2484,False,8,white,1500,1364,4
2486,False,16,white,1500,1364,6
2488,False,79,white,1525,1364,4
2489,False,68,white,1390,1364,1
2490,False,17,white,1168,1364,1
2491,False,55,white,1364,1500,6
2492,False,47,white,1832,1500,1
2493,False,47,white,2005,1500,5
2495,False,71,white,1531,1500,2
2498,True,26,white,1371,1398,6
2501,True,135,white,1398,1286,3
2503,True,53,white,1283,1422,2
2504,False,29,white,2244,1411,5
2506,True,69,white,1391,1411,4
2508,True,87,white,1300,1405,3
2510,True,43,white,1396,1231,4
2512,True,49,white,1405,1417,4
2514,True,54,white,1472,1436,6
2515,True,49,white,1430,1256,2
2516,True,55,white,1335,1444,2
2517,True,59,white,1436,1345,2
2522,True,75,white,1429,1511,3
2523,True,131,white,1416,1491,3
2528,True,35,white,1330,1409,3
2529,True,81,white,1404,1197,3
2530,True,49,white,1397,1415,3
2531,True,79,white,1405,1408,3
2532,True,13,white,1171,1422,3
2533,True,105,white,1412,1401,2
2534,True,83,white,1518,1419,1
2536,False,77,white,1393,1527,2
2537,False,51,white,1730,1393,4
2538,False,55,white,1527,1393,3
2540,False,51,white,1393,1309,5
2544,False,63,white,1428,1730,3
2545,False,61,white,1730,1428,4
2547,False,87,white,1279,1428,4
2548,False,65,white,1730,1428,2
2549,False,73,white,1500,1428,3
2550,False,25,white,1527,1309,1
2553,False,107,white,1527,1309,4
2556,False,51,white,1393,1309,5
2559,True,37,white,1845,1507,1
2563,True,61,white,1539,1510,2
2568,True,155,white,1609,1526,7
2570,True,59,white,1729,1553,3
2572,True,53,white,1508,1555,6
2573,True,27,white,1531,1579,8
2574,True,43,white,1581,1541,6
2577,True,53,white,2167,1562,5
2580,False,37,white,1383,1136,6
2583,True,11,white,1372,1003,4
2584,True,77,white,1364,1065,3
2586,True,37,white,1336,1088,3
2587,True,89,white,1310,1273,5
2589,True,30,white,1285,1116,4
2590,True,77,white,1271,1328,8
2591,True,89,white,1574,1562,5
2593,True,31,white,1558,1235,6
2594,True,101,white,1547,1567,5
2595,True,37,white,1517,1559,9
2597,True,107,white,1741,1810,2
2599,True,63,white,1866,1734,10
2600,True,44,white,1722,1756,2
2604,True,95,white,1746,1743,2
2606,True,49,white,1498,1759,1
2607,True,35,white,1672,1774,12
2609,True,89,white,1742,1856,13
2611,False,35,white,1425,1500,8
2612,True,21,white,1417,1326,4
2613,True,105,white,1403,1428,2
2615,True,21,white,1446,1448,6
2616,True,46,white,1441,1331,8
2618,True,63,white,1415,1484,2
2619,True,62,white,1402,1495,2
2621,True,33,white,1420,1403,6
2622,True,37,white,1556,1410,3
2623,True,43,white,1507,1418,5
2624,True,47,white,1410,1300,2
2625,True,63,white,1398,1416,8
2626,True,41,white,1383,1410,4
2629,True,31,white,1428,1318,6
2630,True,45,white,1500,1435,3
2631,True,60,white,1593,1442,6
2632,True,39,white,1469,1453,3
2640,True,59,white,1378,1318,4
2645,True,51,white,1350,1409,6
2646,True,69,white,1327,1383,5
2650,False,5,white,1465,1287,4
2651,True,105,white,1413,1305,5
2652,True,43,white,1275,1308,5
2653,True,33,white,1245,1259,5
2654,True,32,white,1292,1275,7
2655,True,131,white,1264,1315,3
2656,True,38,white,1282,1234,5
2657,True,75,white,1250,1156,2
2659,False,57,white,1138,1176,4
2660,True,33,white,1373,1084,4
2661,False,121,white,2286,1373,4
2664,True,43,white,1511,1500,2
2666,False,41,white,1358,886,3
2667,True,23,white,1620,890,2
2668,True,49,white,1484,898,3
2669,False,61,white,1500,898,4
2670,True,19,white,1325,921,5
2671,True,27,white,1397,940,7
2672,True,31,white,1500,963,8
2674,False,91,white,1118,1049,3
2675,True,36,white,1110,1500,3
2677,False,31,white,1359,1500,4
2680,False,21,white,1649,1500,3
2681,False,7,white,1500,1500,3
2683,True,99,white,1804,2023,9
2686,True,47,white,1805,1536,8
2688,True,51,white,1794,1597,4
2689,True,69,white,2100,1798,8
2690,True,47,white,1789,1695,4
2691,True,63,white,1774,1894,7
2693,False,57,white,1874,1765,10
2695,True,41,white,1773,1659,6
2696,True,41,white,1899,1780,7
2698,False,85,white,2032,1776,7
2699,True,2,white,1765,1234,1
2701,True,12,white,1739,1260,1
2703,True,73,white,1694,1305,2
2704,True,3,white,1654,1345,1
2708,True,34,white,1579,1022,4
2710,True,35,white,1307,1033,2
2711,True,43,white,983,1051,2
2715,True,65,white,1308,1079,5
2716,True,39,white,1046,1096,3
2718,True,61,white,1107,977,4
2719,True,119,white,1125,1124,3
2720,True,49,white,1328,1133,6
2722,True,52,white,1131,1167,2
2723,True,16,white,1107,1225,2
2726,True,67,white,1208,1123,3
2727,True,7,white,1099,1198,3
2729,True,37,white,1315,1122,2
2730,True,81,white,1094,1144,4
2734,True,49,white,1287,1089,4
2735,True,119,white,1098,1123,3
2737,True,30,white,1114,998,2
2739,True,95,white,1045,1101,3
2741,True,49,white,1062,1216,6
2742,True,3,white,1045,1080,3
2743,True,67,white,1175,1121,5
2747,True,41,white,1923,1258,5
2750,True,39,white,1782,1268,3
2751,True,25,white,1551,1276,5
2752,True,23,white,1810,1278,5
2754,True,43,white,2003,1284,5
2755,True,109,white,1239,1699,3
2756,True,45,white,1670,1243,6
2759,True,31,white,1955,1253,10
2761,True,45,white,1866,1258,9
2764,True,69,white,1928,1213,6
2773,True,65,white,1406,1371,4
2775,True,99,white,1423,1402,6
2776,True,83,white,1411,1431,7
2778,False,17,white,1422,1500,4
2780,True,23,white,1416,1330,6
2782,True,39,white,1725,1402,2
2784,True,35,white,1355,1352,2
2789,False,77,white,1500,1375,2
2790,True,14,white,1355,1431,2
2791,True,49,white,1333,1471,3
2792,False,101,white,1831,1520,5
2793,False,39,white,1864,1520,6
2794,False,47,white,1288,1520,6
2801,False,51,white,1504,1500,3
2803,False,61,white,1606,1504,5
2806,False,81,white,1504,1500,2
2808,False,41,white,1504,1500,4
2811,False,89,white,1504,1184,6
2814,True,25,white,1500,1149,3
2818,False,77,white,1500,1500,6
2819,False,73,white,1500,1500,3
2825,False,73,white,1712,1500,10
2829,False,39,white,1500,1500,5
2830,False,59,white,1500,1500,3
2832,False,45,white,1500,1479,6
2833,False,61,white,1381,1500,6
2835,False,107,white,1702,1500,3
2837,True,81,white,1668,1543,3
2842,True,47,white,1693,1386,4
2843,True,57,white,1687,1624,2
2845,True,89,white,1684,1560,2
2846,True,38,white,1672,1702,2
2849,True,97,white,1680,1600,2
2851,True,23,white,1684,1703,6
2856,True,79,white,1724,1560,6
2857,True,77,white,1519,1740,5
2858,True,31,white,1738,1370,7
2862,True,135,white,1719,1677,4
2866,True,37,white,1718,1436,4
2867,True,87,white,1709,1629,4
2868,True,123,white,1704,1510,2
2869,True,89,white,1695,1643,2
2871,True,71,white,1683,1495,4
2875,True,43,white,1473,1401,4
2877,True,51,white,1481,1293,1
2879,True,95,white,1403,1182,6
2882,True,91,white,1153,1103,4
2884,True,13,white,1147,1108,5
2886,True,67,white,1103,1146,3
2887,True,29,white,1127,1296,3
2888,True,97,white,1111,1198,2
2889,True,69,white,1172,1122,4
2894,False,73,white,1146,995,5
2896,True,115,white,1143,1191,5
2897,True,67,white,1002,1163,4
2898,True,62,white,1148,1165,2
2900,True,57,white,1011,1184,3
2904,True,99,white,1134,1023,3
2908,True,33,white,995,1167,3
2909,True,101,white,1156,997,2
2915,True,7,white,1131,1071,4
2917,True,43,white,1834,1218,4
2918,False,43,white,1742,1218,3
2919,False,17,white,1742,1218,2
2920,True,113,white,1500,1261,2
2923,False,23,white,1500,1317,5
2924,True,39,white,1940,1327,3
2925,True,63,white,1504,1500,2
